Ngày đặt hàng,Số đơn hàng,Mã khách hàng,Mã sản phẩm,Số lượng,Đơn giá,Thành tiền
1/24/2026,BH26.0219,"	KH-00091","	000125002002000",4,1050000,4200000
1/24/2026,BH26.0219,"	KH-00091","	000125002009000",4,1050000,4200000
1/24/2026,BH26.0219,"	KH-00091","	000230002023000",4,1280000,5120000
1/24/2026,BH26.0219,"	KH-00091","	1000250020220000",3,500000,1500000
1/24/2026,BH26.0219,"	KH-00091","	000122002009001",2,1050000,2100000
1/24/2026,BH26.0219,"	KH-00091","	000122002024000",2,1050000,2100000
1/24/2026,BH26.0219,"	KH-00091","	000131002001002",2,1150000,2300000
1/24/2026,BH26.0219,"	KH-00091","	000131002019002",2,1150000,2300000
1/24/2026,BH26.0219,"	KH-00091","	000224002009000",2,1130000,2260000
1/24/2026,BH26.0219,"	KH-00091","	000226003015000",2,1200000,2400000
1/24/2026,BH26.0219,"	KH-00091","	000230002009000",2,1280000,2560000
1/24/2026,BH26.0219,"	KH-00091","	000122002022000",1,1050000,1050000
1/24/2026,BH26.0219,"	KH-00091","	000125002013000",1,1050000,1050000
1/24/2026,BH26.0219,"	KH-00091","	000131002008001",1,1150000,1150000
1/24/2026,BH26.0219,"	KH-00091","	000219002023000",1,1400000,1400000
1/24/2026,BH26.0219,"	KH-00091","	000224002026000",1,1130000,1130000
1/24/2026,BH26.0219,"	KH-00091","	000331002001000",1,1300000,1300000
1/24/2026,BH26.0219,"	KH-00091","	000331002004000",1,1300000,1300000
1/24/2026,BH26.0219,"	KH-00091","	000331002022000",1,1300000,1300000
1/24/2026,BH26.0219,"	KH-00091","	000334002013000",1,1210000,1210000
1/24/2026,BH26.0219,"	KH-00091","	000335002013000",1,1350000,1350000
1/24/2026,BH26.0219,"	KH-00091","	000337002001000",1,1230000,1230000
1/24/2026,BH26.0219,"	KH-00091","	1000250020050000",1,500000,500000
1/24/2026,BH26.0219,"	KH-00091","	100029005010000",1,1600000,1600000
1/24/2026,BH26.0219,"	KH-00091","	100029005090000",1,1600000,1600000
1/24/2026,BH26.0219,"	KH-00091","	1000320050010000",1,2150000,2150000
1/24/2026,BH26.0219,"	KH-00091","	1000320050200000",1,2150000,2150000
1/24/2026,BH26.0219,"	KH-00091","	1000400050020000",1,2150000,2150000
1/24/2026,BH26.0219,"	KH-00091","	1000400050200000",1,2150000,2150000
1/24/2026,BH26.0220,"	KH-00440","	000401002016000",2,1544444,3088888
1/24/2026,BH26.0221,"	KH-00441","	000125002009000",3,1324444,3973332
1/24/2026,BH26.0221,"	KH-00441","	000125002013000",2,1324444,2648888
1/24/2026,BH26.0221,"	KH-00441","	000131002008001",2,1183796,2367592
1/24/2026,BH26.0221,"	KH-00441","	000131002001002",2,1183796,2367592
1/24/2026,BH26.0221,"	KH-00441","	000224002015000",4,1568888,6275552
1/24/2026,BH26.0221,"	KH-00441","	000224002023000",4,1568888,6275552
1/24/2026,BH26.0221,"	KH-00441","	000224002026000",2,1568888,3137776
1/24/2026,BH26.0221,"	KH-00441","	000226003023000",1,1697222,1697222
1/24/2026,BH26.0221,"	KH-00441","	000230002013000",2,1813333,3626666
1/24/2026,BH26.0221,"	KH-00441","	000334002001000",1,1666666,1666666
1/24/2026,BH26.0222,"	KH-00442","	000225002025000",2,1630000,3260000
1/24/2026,BH26.0222,"	KH-00442","	000219002012000",3,1758333,5274999
1/24/2026,BH26.0222,"	KH-00442","	000331002001000",1,1813333,1813333
1/24/2026,BH26.0222,"	KH-00442","	000331002008000",2,1813333,3626666
1/24/2026,BH26.0222,"	KH-00442","	000401002016000",8,1544444,12355552
1/24/2026,BH26.0223,"	KH-00113","	000214004000000",2,1544444,3088888
1/24/2026,BH26.0223,"	KH-00113","	000217002001000",1,1483333,1483333
1/24/2026,BH26.0223,"	KH-00113","	000401002016000",2,1544444,3088888
1/24/2026,BH26.0223,"	KH-00113","	000209002007000",8,1483333,11866664
1/24/2026,BH26.0223,"	KH-00113","	000333002022002",1,2308333,2308333
1/24/2026,BH26.0223,"	KH-00113","	000331002004000",1,1813333,1813333
1/24/2026,BH26.0224,"	KH-00443","	000232003009000",2,2247222,4494444
1/24/2026,BH26.0224,"	KH-00443","	000232003008000",1,2247222,2247222
1/24/2026,BH26.0224,"	KH-00443","	000230002002000",2,1813333,3626666
1/24/2026,BH26.0224,"	KH-00443","	1000400050010000",2,2974444,5948888
1/24/2026,BH26.0224,"	KH-00443","	000333002022002",3,2308333,6924999
1/24/2026,BH26.0225,"	KH-00444","	000232003002000",1,2247222,2247222
1/24/2026,BH26.0225,"	KH-00444","	000226003023000",1,1697222,1697222
1/24/2026,BH26.0225,"	KH-00444","	000230002013000",2,1813333,3626666
1/24/2026,BH26.0225,"	KH-00444","	1000320050010000",1,2974444,2974444
1/24/2026,BH26.0225,"	KH-00444","	1000320050200000",1,2974444,2974444
1/24/2026,BH26.0225,"	KH-00444","	000226003014000",1,1697222,1697222
1/24/2026,BH26.0225,"	KH-00444","	000336002001000",2,1391666,2783332
1/24/2026,BH26.0225,"	KH-00444","	000336002004000",1,1391666,1391666
1/24/2026,BH26.0225,"	KH-00444","	000336002022000",1,1391666,1391666
1/24/2026,BH26.0225,"	KH-00444","	1000400050010000",2,2974444,5948888
1/24/2026,BH26.0225,"	KH-00444","	1000400050020000",1,2974444,2974444
1/24/2026,BH26.0225,"	KH-00444","	1000400050080010",2,2974444,5948888
1/24/2026,BH26.0225,"	KH-00444","	000333002008000",1,2308333,2308333
1/24/2026,BH26.0225,"	KH-00444","	000333002022002",1,2308333,2308333
1/24/2026,BH26.0225,"	KH-00444","	000125002013000",2,1324444,2648888
1/24/2026,BH26.0225,"	KH-00444","	000125002009000",1,1324444,1324444
1/24/2026,BH26.0225,"	KH-00444","	000125002023000",1,1324444,1324444
1/24/2026,BH26.0225,"	KH-00444","	1000240020090000",2,957777,1915554
1/24/2026,BH26.0225,"	KH-00444","	1000240020220000",1,957777,957777
1/24/2026,BH26.0225,"	KH-00444","	000225002002000",2,1630000,3260000
1/24/2026,BH26.0225,"	KH-00444","	000225002023000",2,1630000,3260000
1/24/2026,BH26.0225,"	KH-00444","	000225002015000",1,1630000,1630000
1/24/2026,BH26.0226,"	KH-00340","	000224002023000",3,1568888,4706664
1/24/2026,BH26.0226,"	KH-00340","	000225002023000",3,1630000,4890000
1/24/2026,BH26.0226,"	KH-00340","	000226003023000",3,1697222,5091666
1/24/2026,BH26.0226,"	KH-00340","	000226003002000",2,1697222,3394444
1/24/2026,BH26.0227,"	KH-00338","	000131002008001",2,1183796,2367592
1/24/2026,BH26.0227,"	KH-00338","	1000400050010000",1,2974444,2974444
1/24/2026,BH26.0227,"	KH-00338","	000217003001000",2,1605555,3211110
1/24/2026,BH26.0227,"	KH-00338","	000217003008000",2,1605555,3211110
1/24/2026,BH26.0227,"	KH-00338","	000224002023000",2,1568888,3137776
1/24/2026,BH26.0227,"	KH-00338","	000413002022000",1,2730000,2730000
1/24/2026,BH26.0227,"	KH-00338","	000230002002000",2,1813333,3626666
1/24/2026,BH26.0227,"	KH-00338","	000230002013000",2,1813333,3626666
1/24/2026,BH26.0227,"	KH-00338","	000230002023000",1,1813333,1813333
1/24/2026,BH26.0227,"	KH-00338","	000122002009001",1,1324444,1324444
1/24/2026,BH26.0227,"	KH-00338","	000125002009000",2,1324444,2648888
1/24/2026,BH26.0227,"	KH-00338","	000225002015000",2,1630000,3260000
1/24/2026,BH26.0227,"	KH-00338","	000225002002000",1,1630000,1630000
1/24/2026,BH26.0227,"	KH-00338","	000226003002000",1,1697222,1697222
1/24/2026,BH26.0227,"	KH-00338","	000226003023000",1,1697222,1697222
1/24/2026,BH26.0227,"	KH-00338","	000231002023000",2,2186111,4372222
1/24/2026,BH26.0227,"	KH-00338","	000217003008000",1,1605555,1605555
1/24/2026,BH26.0227,"	KH-00338","	000217003001000",1,1605555,1605555
1/24/2026,BH26.0227,"	KH-00338","	1000230020090000",2,896666,1793332
1/24/2026,BH26.0227,"	KH-00338","	000215004000000",1,1605555,1605555
1/24/2026,BH26.0228,"	KH-00407","	000331002008000",1,1813333,1813333
1/24/2026,BH26.0228,"	KH-00407","	000122002009000",2,1111111,2222222
1/24/2026,BH26.0228,"	KH-00407","	000214004000000",1,1544444,1544444
1/24/2026,BH26.0228,"	KH-00407","	000224002023000",3,1568888,4706664
1/24/2026,BH26.0228,"	KH-00407","	000224002009000",1,1568888,1568888
1/24/2026,BH26.0228,"	KH-00407","	000224002026000",1,1568888,1568888
1/24/2026,BH26.0228,"	KH-00407","	000125002013000",1,1324444,1324444
1/24/2026,BH26.0228,"	KH-00407","	000333002008000",1,2308333,2308333
1/24/2026,BH26.0228,"	KH-00407","	000333002022002",1,2308333,2308333
1/24/2026,BH26.0228,"	KH-00407","	000335002001000",1,2118888,2118888
1/24/2026,BH26.0228,"	KH-00407","	000217003008000",1,1605555,1605555
1/24/2026,BH26.0228,"	KH-00407","	1000310050080000",1,2664259,2664259
1/24/2026,BH26.0228,"	KH-00407","	000216003008000",1,1544444,1544444
1/24/2026,BH26.0228,"	KH-00407","	000331002004000",1,1813333,1813333
1/24/2026,BH26.0228,"	KH-00407","	000331002001000",1,1813333,1813333
1/24/2026,BH26.0229,"	KH-00445","	000122002009000",5,1111111,5555555
1/24/2026,BH26.0229,"	KH-00445","	000122002004000",4,1111111,4444444
1/24/2026,BH26.0229,"	KH-00445","	000122002007000",3,1111111,3333333
1/24/2026,BH26.0229,"	KH-00445","	000214004000000",3,1544444,4633332
1/24/2026,BH26.0229,"	KH-00445","	000217002001000",2,1483333,2966666
1/24/2026,BH26.0230,"	KH-00446","	1040010000080000",2,1340740,2681480
1/24/2026,BH26.0230,"	KH-00446","	1000230020090000",2,896666,1793332
1/24/2026,BH26.0230,"	KH-00446","	1000260020220000",2,896666,1793332
1/24/2026,BH26.0230,"	KH-00446","	000105002004000",2,1146296,2292592
1/24/2026,BH26.0230,"	KH-00446","	000105002013000",1,1146296,1146296
1/24/2026,BH26.0230,"	KH-00446","	000106002004000",2,1275925,2551850
1/24/2026,BH26.0230,"	KH-00446","	000102002009000",2,1146296,2292592
1/24/2026,BH26.0230,"	KH-00446","	000102002023000",2,1146296,2292592
1/24/2026,BH26.0230,"	KH-00446","	000103002009000",1,1275925,1275925
1/24/2026,BH26.0230,"	KH-00446","	1000220020090000",3,957777,2873331
1/24/2026,BH26.0230,"	KH-00446","	000116002023000",2,787037,1574074
1/24/2026,BH26.0231,"	KH-00447","	000333002008000",1,2308333,2308333
1/24/2026,BH26.0231,"	KH-00447","	000105002013000",1,1146296,1146296
1/24/2026,BH26.0231,"	KH-00447","	000219002023000",1,1758333,1758333
1/24/2026,BH26.0231,"	KH-00447","	000225002025000",1,1630000,1630000
1/24/2026,BH26.0231,"	KH-00447","	000225002004000",2,1630000,3260000
1/24/2026,BH26.0231,"	KH-00447","	000224002026000",1,1568888,1568888
1/24/2026,BH26.0231,"	KH-00447","	000224002009000",1,1568888,1568888
1/24/2026,BH26.0231,"	KH-00447","	000224002004000",1,1568888,1568888
1/24/2026,BH26.0231,"	KH-00447","	000331002004000",1,1813333,1813333
1/24/2026,BH26.0231,"	KH-00447","	000331002001000",2,1813333,3626666
1/24/2026,BH26.0231,"	KH-00447","	000331002008000",1,1813333,1813333
1/24/2026,BH26.0231,"	KH-00447","	100029005010000",1,2974444,2974444
1/24/2026,BH26.0231,"	KH-00447","	100029005080000",1,2974444,2974444
1/24/2026,BH26.0232,"	KH-00448","	1000240020220000",2,957777,1915554
1/24/2026,BH26.0232,"	KH-00448","	000117002023000",2,957777,1915554
1/24/2026,BH26.0232,"	KH-00448","	1000270020220000",3,957777,2873331
1/24/2026,BH26.0232,"	KH-00448","	000331002001000",2,1813333,3626666
1/24/2026,BH26.0232,"	KH-00448","	000331002008000",3,1813333,5439999
1/24/2026,BH26.0233,"	KH-00449","	000336002001000",1,1391666,1391666
1/24/2026,BH26.0233,"	KH-00449","	000214004000000",7,1544444,10811108
1/24/2026,BH26.0233,"	KH-00449","	000334002001000",1,1666666,1666666
1/24/2026,BH26.0233,"	KH-00449","	000336002001000",1,1391666,1391666
1/24/2026,BH26.0233,"	KH-00449","	000336002022000",1,1391666,1391666
1/24/2026,BH26.0234,"	KH-00355","	000224002009000",2,1568888,3137776
1/24/2026,BH26.0234,"	KH-00355","	000224002026000",1,1568888,1568888
1/24/2026,BH26.0234,"	KH-00355","	000207004000000",5,1544444,7722220
1/24/2026,BH26.0234,"	KH-00355","	000224002023000",6,1568888,9413328
1/24/2026,BH26.0234,"	KH-00355","	000224002026000",1,1568888,1568888
1/24/2026,BH26.0234,"	KH-00355","	000224002009000",1,1568888,1568888
1/24/2026,BH26.0234,"	KH-00355","	000125002023000",3,1324444,3973332
1/24/2026,BH26.0235,"	KH-00133","	1010030010130000",1,6854166,6854166
1/24/2026,BH26.0235,"	KH-00133","	1000240020220000",5,957777,4788885
1/24/2026,BH26.0235,"	KH-00133","	1000230020090000",3,896666,2689998
1/24/2026,BH26.0235,"	KH-00133","	1000210020090000",5,896666,4483330
1/24/2026,BH26.0235,"	KH-00133","	000413002022000",1,2730000,2730000
1/24/2026,BH26.0236,"	KH-00359","	1000400050010000",1,2974444,2974444
1/24/2026,BH26.0236,"	KH-00359","	000217003008000",2,1605555,3211110
1/24/2026,BH26.0236,"	KH-00359","	000208002023000",2,1422222,2844444
1/24/2026,BH26.0236,"	KH-00359","	000230002002000",3,1813333,5439999
1/24/2026,BH26.0236,"	KH-00359","	000230002023000",2,1813333,3626666
1/24/2026,BH26.0236,"	KH-00359","	000230002009000",2,1813333,3626666
1/24/2026,BH26.0236,"	KH-00359","	000226003002000",2,1697222,3394444
1/24/2026,BH26.0236,"	KH-00359","	000215004000000",10,1605555,16055550
1/24/2026,BH26.0236,"	KH-00359","	000230002013000",10,1813333,18133330
1/24/2026,BH26.0237,"	KH-00450","	000230002013000",2,1813333,3626666
1/24/2026,BH26.0237,"	KH-00450","	1050010000200000",2,1275925,2551850
1/24/2026,BH26.0237,"	KH-00450","	000226003023000",3,1697222,5091666
1/24/2026,BH26.0237,"	KH-00450","	000224002002000",2,1568888,3137776
1/24/2026,BH26.0237,"	KH-00450","	000224002026000",1,1568888,1568888
1/24/2026,BH26.0237,"	KH-00450","	000116002023000",3,787037,2361111
1/24/2026,BH26.0237,"	KH-00450","	1000340010090000",3,925925,2777775
1/24/2026,BH26.0237,"	KH-00450","	000125002013000",3,1324444,3973332
1/24/2026,BH26.0237,"	KH-00450","	000125002009000",3,1324444,3973332
1/24/2026,BH26.0237,"	KH-00450","	000125002002000",2,1324444,2648888
1/24/2026,BH26.0237,"	KH-00450","	000125002023000",3,1324444,3973332
1/24/2026,BH26.0238,"	KH-00451","	000337002001000",3,1636111,4908333
1/24/2026,BH26.0238,"	KH-00451","	000125002013000",2,1324444,2648888
1/24/2026,BH26.0238,"	KH-00451","	000224002023000",2,1568888,3137776
1/24/2026,BH26.0238,"	KH-00451","	000225002025000",2,1630000,3260000
1/24/2026,BH26.0238,"	KH-00451","	000131002001002",2,1183796,2367592
1/24/2026,BH26.0238,"	KH-00451","	1000400050020000",2,2974444,5948888
1/24/2026,BH26.0238,"	KH-00451","	000132002022001",2,1324444,2648888
1/24/2026,BH26.0238,"	KH-00451","	000225002023000",2,1630000,3260000
1/24/2026,BH26.0239,"	KH-00452","	000125002009000",2,1324444,2648888
1/24/2026,BH26.0239,"	KH-00452","	000125002023000",2,1324444,2648888
1/24/2026,BH26.0239,"	KH-00452","	000125002013000",1,1324444,1324444
1/24/2026,BH26.0239,"	KH-00452","	000225002015000",12,1630000,19560000
1/24/2026,BH26.0239,"	KH-00452","	000225002023000",10,1630000,16300000
1/24/2026,BH26.0239,"	KH-00452","	000225002002000",5,1630000,8150000
1/24/2026,BH26.0240,"	KH-00360","	000214004000000",3,1544444,4633332
1/24/2026,BH26.0240,"	KH-00360","	000224002002000",2,1568888,3137776
1/24/2026,BH26.0240,"	KH-00360","	000224002009000",2,1568888,3137776
1/24/2026,BH26.0240,"	KH-00360","	000224002015000",5,1568888,7844440
1/24/2026,BH26.0240,"	KH-00360","	000224002023000",3,1568888,4706664
1/24/2026,BH26.0240,"	KH-00360","	000224002024000",2,1568888,3137776
1/24/2026,BH26.0240,"	KH-00360","	000224002026000",2,1568888,3137776
1/24/2026,BH26.0240,"	KH-00360","	000225002015000",2,1630000,3260000
1/24/2026,BH26.0240,"	KH-00360","	000401002016002",14,1544444,21622216
1/24/2026,BH26.0241,"	KH-00453","	000401002016002",3,1544444,4633332
1/24/2026,BH26.0241,"	KH-00453","	000225002023000",6,1630000,9780000
1/24/2026,BH26.0241,"	KH-00453","	000225002015000",5,1630000,8150000
1/24/2026,BH26.0241,"	KH-00453","	000225002025000",3,1630000,4890000
1/24/2026,BH26.0241,"	KH-00453","	000225002002000",3,1630000,4890000
1/24/2026,BH26.0241,"	KH-00453","	000224002015000",3,1568888,4706664
1/24/2026,BH26.0241,"	KH-00453","	000224002026000",2,1568888,3137776
1/24/2026,BH26.0241,"	KH-00453","	000217003008000",2,1605555,3211110
1/24/2026,BH26.0241,"	KH-00453","	000214004000000",2,1544444,3088888
1/24/2026,BH26.0241,"	KH-00453","	000401002016000",2,1544444,3088888
1/24/2026,BH26.0242,"	KH-00454","	000230002013000",1,1813333,1813333
1/24/2026,BH26.0242,"	KH-00454","	1000400050020000",1,2974444,2974444
1/24/2026,BH26.0242,"	KH-00454","	1000400050010000",2,2974444,5948888
1/24/2026,BH26.0242,"	KH-00454","	000333002022002",1,2308333,2308333
1/24/2026,BH26.0242,"	KH-00454","	000333002008000",3,2308333,6924999
1/24/2026,BH26.0242,"	KH-00454","	000335002001000",3,2118888,6356664
1/24/2026,BH26.0242,"	KH-00454","	000225002009000",1,1630000,1630000
1/24/2026,BH26.0242,"	KH-00454","	000225002002000",1,1630000,1630000
1/24/2026,BH26.0242,"	KH-00454","	000225002025000",1,1630000,1630000
1/24/2026,BH26.0242,"	KH-00454","	000331002001000",2,1813333,3626666
1/24/2026,BH26.0242,"	KH-00454","	000331002008000",1,1813333,1813333
1/24/2026,BH26.0242,"	KH-00454","	000218002007000",1,1544444,1544444
1/24/2026,BH26.0242,"	KH-00454","	000231002002000",1,2186111,2186111
1/24/2026,BH26.0242,"	KH-00454","	000231002023000",1,2186111,2186111
1/24/2026,BH26.0243,"	KH-00455","	000226003023000",1,1697222,1697222
1/24/2026,BH26.0243,"	KH-00455","	000224002023000",1,1568888,1568888
1/24/2026,BH26.0243,"	KH-00455","	000125002009000",1,1324444,1324444
1/24/2026,BH26.0243,"	KH-00455","	000125002023000",2,1324444,2648888
1/24/2026,BH26.0243,"	KH-00455","	000331002004000",2,1813333,3626666
1/24/2026,BH26.0243,"	KH-00455","	000331002022000",2,1813333,3626666
1/24/2026,BH26.0243,"	KH-00455","	000331002001000",3,1813333,5439999
1/24/2026,BH26.0243,"	KH-00455","	000331002008000",5,1813333,9066665
1/24/2026,BH26.0243,"	KH-00455","	000337002008000",1,1636111,1636111
1/24/2026,BH26.0243,"	KH-00455","	000337002001000",3,1636111,4908333
1/24/2026,BH26.0243,"	KH-00455","	000337002022000",3,1636111,4908333
1/24/2026,BH26.0243,"	KH-00455","	000226003023000",4,1697222,6788888
1/24/2026,BH26.0243,"	KH-00455","	000230002023000",4,1813333,7253332
1/24/2026,BH26.0243,"	KH-00455","	000224002023000",4,1568888,6275552
1/24/2026,BH26.0243,"	KH-00455","	000225002004000",2,1630000,3260000
1/24/2026,BH26.0243,"	KH-00455","	000225002023000",3,1630000,4890000
1/24/2026,BH26.0243,"	KH-00455","	000219002012000",2,1758333,3516666
1/24/2026,BH26.0243,"	KH-00455","	000219002022000",2,1758333,3516666
1/24/2026,BH26.0243,"	KH-00455","	000219002023000",2,1758333,3516666
1/24/2026,BH26.0243,"	KH-00455","	000336002001000",2,1391666,2783332
1/24/2026,BH26.0244,"	KH-00456","	000125002013000",1,1324444,1324444
1/24/2026,BH26.0244,"	KH-00456","	000217003001000",1,1605555,1605555
1/24/2026,BH26.0244,"	KH-00456","	000217003008000",1,1605555,1605555
1/24/2026,BH26.0244,"	KH-00456","	000225002002000",3,1630000,4890000
1/24/2026,BH26.0244,"	KH-00456","	000225002025000",3,1630000,4890000
1/24/2026,BH26.0244,"	KH-00456","	000225002015000",3,1630000,4890000
1/24/2026,BH26.0244,"	KH-00456","	000225002023000",3,1630000,4890000
1/24/2026,BH26.0244,"	KH-00456","	000131002004005",4,1183796,4735184
1/24/2026,BH26.0244,"	KH-00456","	000131002008001",4,1183796,4735184
1/24/2026,BH26.0244,"	KH-00456","	000131002001002",4,1183796,4735184
1/24/2026,BH26.0244,"	KH-00456","	000125002013000",4,1324444,5297776
1/24/2026,BH26.0244,"	KH-00456","	000125002009000",4,1324444,5297776
1/24/2026,BH26.0244,"	KH-00456","	000125002023000",4,1324444,5297776
1/24/2026,BH26.0244,"	KH-00456","	000217003001000",3,1605555,4816665
1/24/2026,BH26.0244,"	KH-00456","	000217003008000",3,1605555,4816665
1/24/2026,BH26.0245,"	KH-00457","	000401002016000",2,1544444,3088888
1/24/2026,BH26.0245,"	KH-00457","	000224002004000",1,1568888,1568888
1/24/2026,BH26.0245,"	KH-00457","	000224002009000",1,1568888,1568888
1/24/2026,BH26.0245,"	KH-00457","	000224002015000",1,1568888,1568888
1/24/2026,BH26.0245,"	KH-00457","	000224002024000",1,1568888,1568888
1/24/2026,BH26.0245,"	KH-00457","	000224002026000",1,1568888,1568888
1/24/2026,BH26.0245,"	KH-00457","	000224002002000",2,1568888,3137776
1/24/2026,BH26.0245,"	KH-00457","	000224002023000",3,1568888,4706664
1/24/2026,BH26.0246,"	KH-00458","	000230002009000",4,1813333,7253332
1/24/2026,BH26.0246,"	KH-00458","	000230002013000",4,1813333,7253332
1/24/2026,BH26.0246,"	KH-00458","	000337002001000",5,1636111,8180555
1/24/2026,BH26.0246,"	KH-00458","	000337002008000",2,1636111,3272222
1/24/2026,BH26.0246,"	KH-00458","	000217003008000",5,1605555,8027775
1/24/2026,BH26.0247,"	KH-00078","	000225002023000",1,1630000,1630000
1/24/2026,BH26.0247,"	KH-00078","	000331002008000",2,1813333,3626666
1/24/2026,BH26.0247,"	KH-00078","	000331002001000",1,1813333,1813333
1/24/2026,BH26.0247,"	KH-00078","	000216003001000",1,1544444,1544444
1/24/2026,BH26.0247,"	KH-00078","	000216003008000",1,1544444,1544444
1/24/2026,BH26.0247,"	KH-00078","	000125002023000",1,1324444,1324444
1/24/2026,BH26.0247,"	KH-00078","	000230002023000",2,1813333,3626666
1/24/2026,BH26.0247,"	KH-00078","	000225002023000",1,1630000,1630000
1/24/2026,BH26.0247,"	KH-00078","	000225002015000",1,1630000,1630000
1/24/2026,BH26.0247,"	KH-00078","	000331002001000",2,1813333,3626666
1/24/2026,BH26.0247,"	KH-00078","	000331002008000",1,1813333,1813333
1/24/2026,BH26.0247,"	KH-00078","	000219002012000",1,1758333,1758333
1/24/2026,BH26.0247,"	KH-00078","	000230002023000",2,1813333,3626666
1/24/2026,BH26.0247,"	KH-00078","	000225002023000",1,1630000,1630000
1/24/2026,BH26.0247,"	KH-00078","	000225002015000",1,1630000,1630000
1/24/2026,BH26.0248,"	KH-00459","	100029005010000",1,2974444,2974444
1/24/2026,BH26.0248,"	KH-00459","	000225002015000",3,1630000,4890000
1/24/2026,BH26.0248,"	KH-00459","	000225002002000",3,1630000,4890000
1/24/2026,BH26.0248,"	KH-00459","	000401002016000",3,1544444,4633332
1/24/2026,BH26.0248,"	KH-00459","	000207004000000",2,1544444,3088888
1/24/2026,BH26.0248,"	KH-00459","	1000270020220000",2,957777,1915554
1/24/2026,BH26.0248,"	KH-00459","	000125002009000",5,1324444,6622220
1/26/2026,BH26.0249,"	KH-00157","	000218002007000",1,2361111,2361111
1/26/2026,BH26.0250,"	KH-00157","	100029005080000",1,4527778,4527778
1/26/2026,BH26.0251,"	KH-00430","	000225002023000",5,1630000,8150000
1/26/2026,BH26.0251,"	KH-00430","	000225002002000",2,1630000,3260000
1/26/2026,BH26.0251,"	KH-00430","	000225002015000",2,1630000,3260000
1/26/2026,BH26.0251,"	KH-00430","	000225002004000",1,1630000,1630000
1/26/2026,BH26.0251,"	KH-00430","	000336002001000",3,1391666,4174998
1/26/2026,BH26.0251,"	KH-00430","	000336002022000",2,1391666,2783332
1/26/2026,BH26.0251,"	KH-00430","	000125002009000",3,1324444,3973332
1/26/2026,BH26.0251,"	KH-00430","	000125002002000",1,1324444,1324444
1/26/2026,BH26.0251,"	KH-00430","	000125002013000",1,1324444,1324444
1/26/2026,BH26.0252,"	KH-00010","	000331002008000",1,1813333,1813333
1/26/2026,BH26.0252,"	KH-00010","	000231002002000",2,2186111,4372222
1/26/2026,BH26.0252,"	KH-00010","	000230002023000",3,1813333,5439999
1/26/2026,BH26.0252,"	KH-00010","	000207004000000",3,1544444,4633332
1/26/2026,BH26.0252,"	KH-00010","	000230002013000",3,1813333,5439999
1/26/2026,BH26.0252,"	KH-00010","	000231002023000",3,2186111,6558333
1/26/2026,BH26.0253,"	KH-00460","	000337002001000",3,1636111,4908333
1/26/2026,BH26.0253,"	KH-00460","	000337002022000",3,1636111,4908333
1/26/2026,BH26.0253,"	KH-00460","	000337002001000",4,1636111,6544444
1/26/2026,BH26.0254,"	KH-00461","	000209002007000",10,2268518.5,22685185
1/26/2026,BH26.0255,"	KH-00157","	000333002022002",1,3518519,3518519
1/26/2026,BH26.0256,"	KH-00462","	000225002009000",1,2490741,2490741
1/26/2026,BH26.0257,"	KH-00091","	000125002009000",9,1050000,9450000
1/26/2026,BH26.0257,"	KH-00091","	000125002002000",5,1050000,5250000
1/26/2026,BH26.0257,"	KH-00091","	000125002013000",5,1050000,5250000
1/26/2026,BH26.0257,"	KH-00091","	000125002023000",4,1050000,4200000
1/26/2026,BH26.0257,"	KH-00091","	000224002023000",4,1130000,4520000
1/26/2026,BH26.0257,"	KH-00091","	000337002001000",4,1230000,4920000
1/26/2026,BH26.0257,"	KH-00091","	000226003002000",3,1200000,3600000
1/26/2026,BH26.0257,"	KH-00091","	000226003015000",3,1200000,3600000
1/26/2026,BH26.0257,"	KH-00091","	000103002009000",2,500000,1000000
1/26/2026,BH26.0257,"	KH-00091","	000219002012000",2,1400000,2800000
1/26/2026,BH26.0257,"	KH-00091","	000226003023000",2,1200000,2400000
1/26/2026,BH26.0257,"	KH-00091","	000230002009000",2,1280000,2560000
1/26/2026,BH26.0257,"	KH-00091","	000230002023000",2,1280000,2560000
1/26/2026,BH26.0257,"	KH-00091","	000331002008000",2,1300000,2600000
1/26/2026,BH26.0257,"	KH-00091","	000335002013000",2,1350000,2700000
1/26/2026,BH26.0257,"	KH-00091","	000219002023000",1,1400000,1400000
1/26/2026,BH26.0257,"	KH-00091","	000230002013000",1,1280000,1280000
1/26/2026,BH26.0257,"	KH-00091","	000230002014000",1,1280000,1280000
1/26/2026,BH26.0257,"	KH-00091","	000331002001000",1,1300000,1300000
1/26/2026,BH26.0257,"	KH-00091","	000331002004000",1,1300000,1300000
1/26/2026,BH26.0257,"	KH-00091","	1000320050020000",1,2150000,2150000
1/26/2026,BH26.0258,"	KH-00441","	000217003001000",5,1605555,8027775
1/26/2026,BH26.0258,"	KH-00441","	000217003008000",5,1605555,8027775
1/26/2026,BH26.0258,"	KH-00441","	000224002026000",3,1568888,4706664
1/26/2026,BH26.0258,"	KH-00441","	000224002023000",4,1568888,6275552
1/26/2026,BH26.0258,"	KH-00441","	000224002015000",2,1568888,3137776
1/26/2026,BH26.0258,"	KH-00441","	000125002009000",2,1324444,2648888
1/26/2026,BH26.0259,"	KH-00463","	000225002002000",5,1630000,8150000
1/26/2026,BH26.0259,"	KH-00463","	000225002025000",3,1630000,4890000
