ID Bản ghi,Ngày đặt hàng,Năm tài chính,Quý,Tháng,Tuần trong năm,Số đơn hàng,ID Đơn hàng,ID Dòng hàng,Mã khách hàng,Tên khách hàng,ID Tỉnh thành,Tên tỉnh thành,Khu vực,Mã sản phẩm,Tên sản phẩm,Màu sắc,ID Dòng sản phẩm,Tên dòng sản phẩm,Mã nhóm sản phẩm,Tên nhóm sản phẩm,Số lượng,Đơn giá,Thành tiền
6775,3/28/2025,2025,1,3,13,BH25.0635,608,6775,KH-00042,HỘ KINH DOANH MẶT TRỜI,11,Hà Nội,Miền Bắc,3.33002E+11,Xe đạp Thống Nhất Super 26 đen,đen,70,Xe Super 26,SPORTBIKE_S,Xe thể thao thép,1,2281018,2281018
6776,3/28/2025,2025,1,3,13,BH25.0635,608,6776,KH-00042,HỘ KINH DOANH MẶT TRỜI,11,Hà Nội,Miền Bắc,2.07004E+11,Xe đạp Thống Nhất 219-05-26,219-05-26,1,Xe 219-05-26,CITYBIKE_P,Xe phổ thông,1,1498611,1498611
6777,3/28/2025,2025,1,3,13,BH25.0635,608,6777,KH-00042,HỘ KINH DOANH MẶT TRỜI,11,Hà Nội,Miền Bắc,2.18002E+11,Xe đạp Thống Nhất GN 06-27 Đen,Đen,11,Xe GN 06-27,CITYBIKE_P,Xe phổ thông,1,1498611,1498611
6778,3/28/2025,2025,1,3,13,BH25.0635,608,6778,KH-00042,HỘ KINH DOANH MẶT TRỜI,11,Hà Nội,Miền Bắc,2.14004E+11,Xe đạp Thống Nhất GN 05-26,26-May,5,Xe GN 05-26,CITYBIKE_P,Xe phổ thông,1,1498611,1498611
6779,3/28/2025,2025,1,3,13,BH25.0635,608,6779,KH-00042,HỘ KINH DOANH MẶT TRỜI,11,Hà Nội,Miền Bắc,2.09002E+11,Xe đạp Thống Nhất 219-26 Đỏ đun,Đỏ đun,3,Xe 219-26,CITYBIKE_P,Xe phổ thông,1,1438425,1438425
6780,3/28/2025,2025,1,3,13,BH25.0635,608,6780,KH-00042,HỘ KINH DOANH MẶT TRỜI,11,Hà Nội,Miền Bắc,2.17002E+11,Xe đạp Thống Nhất GN 06-26 Đen,Đen,9,Xe GN 06-26,CITYBIKE_P,Xe phổ thông,1,1438425,1438425
6781,3/28/2025,2025,1,3,13,BH25.0635,608,6781,KH-00042,HỘ KINH DOANH MẶT TRỜI,11,Hà Nội,Miền Bắc,3.35002E+11,Xe đạp Thống Nhất Super 24 Đen,Đen,69,Xe Super 24,SPORTBIKE_S,Xe thể thao thép,1,2100462,2100462
6782,3/28/2025,2025,1,3,13,BH25.0635,608,6782,KH-00042,HỘ KINH DOANH MẶT TRỜI,11,Hà Nội,Miền Bắc,3.05002E+11,Xe đạp Thống Nhất MTB 20-05 Đen,Đen,27,Xe MTB 20-05,KIDBIKE_1,Xe trẻ em nhóm 1,1,1354166,1354166
6783,3/28/2025,2025,1,3,13,BH25.0636,609,6783,KH-00194,CỬA HÀNG XE ĐẠP SÁN LẠP,11,Hà Nội,Miền Bắc,3.33002E+11,Xe đạp Thống Nhất Super 26 đen,đen,70,Xe Super 26,SPORTBIKE_S,Xe thể thao thép,5,1300000,6500000
6784,3/28/2025,2025,1,3,13,BH25.0636,609,6784,KH-00194,CỬA HÀNG XE ĐẠP SÁN LẠP,11,Hà Nội,Miền Bắc,3.33002E+11,Xe đạp Thống Nhất Super 26 xanh,xanh,70,Xe Super 26,SPORTBIKE_S,Xe thể thao thép,5,1300000,6500000
6785,3/28/2025,2025,1,3,13,BH25.0636,609,6785,KH-00194,CỬA HÀNG XE ĐẠP SÁN LẠP,11,Hà Nội,Miền Bắc,3.35002E+11,Xe đạp Thống Nhất Super 24 Đen,Đen,69,Xe Super 24,SPORTBIKE_S,Xe thể thao thép,2,1200000,2400000
6786,3/28/2025,2025,1,3,13,BH25.0636,609,6786,KH-00194,CỬA HÀNG XE ĐẠP SÁN LẠP,11,Hà Nội,Miền Bắc,3.35002E+11,Xe đạp Thống Nhất Super 24 Đỏ,Đỏ,69,Xe Super 24,SPORTBIKE_S,Xe thể thao thép,3,1200000,3600000
6787,3/28/2025,2025,1,3,13,BH25.0636,609,6787,KH-00194,CỬA HÀNG XE ĐẠP SÁN LẠP,11,Hà Nội,Miền Bắc,3.35002E+11,Xe đạp Thống Nhất Super 24 Xanh,Xanh,69,Xe Super 24,SPORTBIKE_S,Xe thể thao thép,3,1200000,3600000
6788,3/28/2025,2025,1,3,13,BH25.0636,609,6788,KH-00194,CỬA HÀNG XE ĐẠP SÁN LẠP,11,Hà Nội,Miền Bắc,1.0003E+15,Xe đạp Thống Nhất MTB SPD 27.5 ( Đen),Đen,74,Xe MTB SPD 27.5,SPORTBIKE_A,Xe thể thao nhôm,2,2150000,4300000
6789,3/28/2025,2025,1,3,13,BH25.0636,609,6789,KH-00194,CỬA HÀNG XE ĐẠP SÁN LẠP,11,Hà Nội,Miền Bắc,1.0003E+15,Xe đạp Thống Nhất MTB SPD 27.5 ( Ghi),Ghi,74,Xe MTB SPD 27.5,SPORTBIKE_A,Xe thể thao nhôm,2,2150000,4300000
6790,3/28/2025,2025,1,3,13,BH25.0636,609,6790,KH-00194,CỬA HÀNG XE ĐẠP SÁN LẠP,11,Hà Nội,Miền Bắc,1.0003E+15,Xe đạp Thống Nhất MTB SPD 27.5 (xanh da trời),trời,74,Xe MTB SPD 27.5,SPORTBIKE_A,Xe thể thao nhôm,1,2150000,2150000
6791,3/28/2025,2025,1,3,13,BH25.0636,609,6791,KH-00194,CỬA HÀNG XE ĐẠP SÁN LẠP,11,Hà Nội,Miền Bắc,1.00029E+14,Xe đạp Thống Nhất Touring Blade 700C Đen,Đen,77,Xe Touring Blade 700C,SPORTBIKE_A,Xe thể thao nhôm,2,3222643,6445286
6792,3/28/2025,2025,1,3,13,BH25.0636,609,6792,KH-00194,CỬA HÀNG XE ĐẠP SÁN LẠP,11,Hà Nội,Miền Bắc,1.00029E+14,Xe đạp Thống Nhất Touring Blade 700C Xanh,Xanh,77,Xe Touring Blade 700C,SPORTBIKE_A,Xe thể thao nhôm,1,3222643,3222643
6793,3/28/2025,2025,1,3,13,BH25.0636,609,6793,KH-00194,CỬA HÀNG XE ĐẠP SÁN LẠP,11,Hà Nội,Miền Bắc,1.00035E+14,"Xe đạp Thống Nhất MTB Cyper 2024 27.5""  Đen",Đen,73,Xe MTB Cyber 27.5 2024,SPORTBIKE_A,Xe thể thao nhôm,1,3003787,3003787
6794,3/28/2025,2025,1,3,13,BH25.0636,609,6794,KH-00194,CỬA HÀNG XE ĐẠP SÁN LẠP,11,Hà Nội,Miền Bắc,1.00035E+15,"Xe đạp Thống Nhất MTB Cyper 2024 27.5""  Ghi",Ghi,73,Xe MTB Cyber 27.5 2024,SPORTBIKE_A,Xe thể thao nhôm,2,3003787,6007574
6795,3/28/2025,2025,1,3,13,BH25.0636,609,6795,KH-00194,CỬA HÀNG XE ĐẠP SÁN LẠP,11,Hà Nội,Miền Bắc,3.34002E+11,Xe đạp Thống Nhất Super 20 Đen,Đen,39,Xe TE Super 20,KIDBIKE_1,Xe trẻ em nhóm 1,2,1210000,2420000
6796,3/28/2025,2025,1,3,13,BH25.0636,609,6796,KH-00194,CỬA HÀNG XE ĐẠP SÁN LẠP,11,Hà Nội,Miền Bắc,3.34002E+11,Xe đạp Thống Nhất Super 20 Xanh,Xanh,39,Xe TE Super 20,KIDBIKE_1,Xe trẻ em nhóm 1,2,1210000,2420000
6797,3/28/2025,2025,1,3,13,BH25.0636,609,6797,KH-00194,CỬA HÀNG XE ĐẠP SÁN LẠP,11,Hà Nội,Miền Bắc,3.34002E+11,Xe đạp Thống Nhất Super 20 Đỏ,Đỏ,39,Xe TE Super 20,KIDBIKE_1,Xe trẻ em nhóm 1,2,1210000,2420000
13330,2/9/2026,2026,1,2,7,BH26.0606,1285,13330,KH-00181,CÔNG TY TNHH LONG PHÚ,57,Thừa Thiên Huế,Miền Trung,3.37002E+11,Xe đạp Thống Nhất SK 24 ghi,ghi,,,,,2,1622222,3244444
6798,3/28/2025,2025,1,3,13,BH25.0636,609,6798,KH-00194,CỬA HÀNG XE ĐẠP SÁN LẠP,11,Hà Nội,Miền Bắc,1.31002E+11,Xe đạp Thống Nhất GN 06 20 2024 Đen,Đen,25,Xe GN 06 20 2024,KIDBIKE_1,Xe trẻ em nhóm 1,3,1200000,3600000
6799,3/28/2025,2025,1,3,13,BH25.0636,609,6799,KH-00194,CỬA HÀNG XE ĐẠP SÁN LẠP,11,Hà Nội,Miền Bắc,1.31002E+11,Xe đạp Thống Nhất GN 06 20 2024 Đỏ,Đỏ,25,Xe GN 06 20 2024,KIDBIKE_1,Xe trẻ em nhóm 1,2,1200000,2400000
6800,3/28/2025,2025,1,3,13,BH25.0636,609,6800,KH-00194,CỬA HÀNG XE ĐẠP SÁN LẠP,11,Hà Nội,Miền Bắc,1.31002E+11,Xe đạp Thống Nhất GN 06 20 2024 Ghi,Ghi,25,Xe GN 06 20 2024,KIDBIKE_1,Xe trẻ em nhóm 1,3,1200000,3600000
6801,3/28/2025,2025,1,3,13,BH25.0636,609,6801,KH-00194,CỬA HÀNG XE ĐẠP SÁN LẠP,11,Hà Nội,Miền Bắc,1.31002E+11,Xe đạp Thống Nhất GN 06 20 2024 Vàng,Vàng,25,Xe GN 06 20 2024,KIDBIKE_1,Xe trẻ em nhóm 1,2,1200000,2400000
6802,3/28/2025,2025,1,3,13,BH25.0636,609,6802,KH-00194,CỬA HÀNG XE ĐẠP SÁN LẠP,11,Hà Nội,Miền Bắc,1.25002E+11,Xe đạp Thống Nhất Puppy 20 Trắng,Trắng,32,Xe Puppy 20,KIDBIKE_1,Xe trẻ em nhóm 1,2,1050000,2100000
6803,3/28/2025,2025,1,3,13,BH25.0636,609,6803,KH-00194,CỬA HÀNG XE ĐẠP SÁN LẠP,11,Hà Nội,Miền Bắc,1.25002E+11,Xe đạp Thống Nhất Puppy 20 Hồng,Hồng,32,Xe Puppy 20,KIDBIKE_1,Xe trẻ em nhóm 1,3,1050000,3150000
6804,3/28/2025,2025,1,3,13,BH25.0636,609,6804,KH-00194,CỬA HÀNG XE ĐẠP SÁN LẠP,11,Hà Nội,Miền Bắc,1.25002E+11,Xe đạp Thống Nhất Puppy 20 Xanh,Xanh,32,Xe Puppy 20,KIDBIKE_1,Xe trẻ em nhóm 1,3,1050000,3150000
6805,3/28/2025,2025,1,3,13,BH25.0636,609,6805,KH-00194,CỬA HÀNG XE ĐẠP SÁN LẠP,11,Hà Nội,Miền Bắc,1.25002E+11,Xe đạp Thống Nhất Puppy 20 Kem,Kem,32,Xe Puppy 20,KIDBIKE_1,Xe trẻ em nhóm 1,2,1050000,2100000
6806,3/28/2025,2025,1,3,13,BH25.0636,609,6806,KH-00194,CỬA HÀNG XE ĐẠP SÁN LẠP,11,Hà Nội,Miền Bắc,1.00033E+15,"Xe đạp Thống Nhất The Powerpuff Girls 16"" Tím",Tím,54,Xe TE Powerpuff Girls 16 (IP - Bản quyền),KIDBIKE_2,Xe trẻ em nhóm 2,1,1231481,1231481
6807,3/28/2025,2025,1,3,13,BH25.0636,609,6807,KH-00194,CỬA HÀNG XE ĐẠP SÁN LẠP,11,Hà Nội,Miền Bắc,1.00033E+15,"Xe đạp Thống Nhất The Powerpuff Girls 16"" Hồng",Hồng,54,Xe TE Powerpuff Girls 16 (IP - Bản quyền),KIDBIKE_2,Xe trẻ em nhóm 2,1,1231481,1231481
6808,3/28/2025,2025,1,3,13,BH25.0636,609,6808,KH-00194,CỬA HÀNG XE ĐẠP SÁN LẠP,11,Hà Nội,Miền Bắc,1.00032E+15,"Xe đạp Thống Nhất Wonder Woman 20"" Hồng",Hồng,57,Xe TE Wonder Woman 20 (IP - Bản quyền),KIDBIKE_2,Xe trẻ em nhóm 2,1,1408249,1408249
6809,3/28/2025,2025,1,3,13,BH25.0636,609,6809,KH-00194,CỬA HÀNG XE ĐẠP SÁN LẠP,11,Hà Nội,Miền Bắc,1.24002E+11,Xe đạp Thống Nhất Neo 2004 Tím,Tím,31,Xe Neo 2004,KIDBIKE_1,Xe trẻ em nhóm 1,2,750000,1500000
6810,3/28/2025,2025,1,3,13,BH25.0636,609,6810,KH-00194,CỬA HÀNG XE ĐẠP SÁN LẠP,11,Hà Nội,Miền Bắc,1.24002E+11,Xe đạp Thống Nhất Neo 2004 Hồng,Hồng,31,Xe Neo 2004,KIDBIKE_1,Xe trẻ em nhóm 1,1,1050000,1050000
6811,3/28/2025,2025,1,3,13,BH25.0636,609,6811,KH-00194,CỬA HÀNG XE ĐẠP SÁN LẠP,11,Hà Nội,Miền Bắc,3.05002E+11,Xe đạp Thống Nhất MTB 20-05 Đen,Đen,27,Xe MTB 20-05,KIDBIKE_1,Xe trẻ em nhóm 1,3,1050000,3150000
6812,3/28/2025,2025,1,3,13,BH25.0636,609,6812,KH-00194,CỬA HÀNG XE ĐẠP SÁN LẠP,11,Hà Nội,Miền Bắc,3.05002E+11,Xe đạp Thống Nhất MTB 20-05 Xanh dương,Xanh dương,27,Xe MTB 20-05,KIDBIKE_1,Xe trẻ em nhóm 1,3,1050000,3150000
6813,3/28/2025,2025,1,3,13,BH25.0636,609,6813,KH-00194,CỬA HÀNG XE ĐẠP SÁN LẠP,11,Hà Nội,Miền Bắc,1.22002E+11,Xe đạp Thống Nhất Neo 20-02 Trắng,Trắng,28,Xe Neo 20-02,KIDBIKE_1,Xe trẻ em nhóm 1,1,1050000,1050000
6814,3/28/2025,2025,1,3,13,BH25.0636,609,6814,KH-00194,CỬA HÀNG XE ĐẠP SÁN LẠP,11,Hà Nội,Miền Bắc,1.22002E+11,Xe đạp Thống Nhất Neo 20-02 Hồng,Hồng,28,Xe Neo 20-02,KIDBIKE_1,Xe trẻ em nhóm 1,2,1050000,2100000
6815,3/28/2025,2025,1,3,13,BH25.0636,609,6815,KH-00194,CỬA HÀNG XE ĐẠP SÁN LẠP,11,Hà Nội,Miền Bắc,1.22002E+11,Xe đạp Thống Nhất Neo 20-02 Coban,Coban,28,Xe Neo 20-02,KIDBIKE_1,Xe trẻ em nhóm 1,1,1050000,1050000
6816,3/28/2025,2025,1,3,13,BH25.0636,609,6816,KH-00194,CỬA HÀNG XE ĐẠP SÁN LẠP,11,Hà Nội,Miền Bắc,1.00031E+15,Xe đạp Thống Nhất Road RPD 700C Đen,Đen,75,Xe Road RPD 700C,SPORTBIKE_A,Xe thể thao nhôm,2,2150000,4300000
6817,3/28/2025,2025,1,3,13,BH25.0636,609,6817,KH-00194,CỬA HÀNG XE ĐẠP SÁN LẠP,11,Hà Nội,Miền Bắc,1.00031E+15,Xe đạp Thống Nhất Road RPD 700C Ghi,Ghi,75,Xe Road RPD 700C,SPORTBIKE_A,Xe thể thao nhôm,1,2150000,2150000
6818,3/28/2025,2025,1,3,13,BH25.0636,609,6818,KH-00194,CỬA HÀNG XE ĐẠP SÁN LẠP,11,Hà Nội,Miền Bắc,1.00031E+15,Xe đạp Thống Nhất Road RPD 700C Xanh da trời,trời,75,Xe Road RPD 700C,SPORTBIKE_A,Xe thể thao nhôm,1,3178500,3178500
6819,3/28/2025,2025,1,3,13,BH25.0636,609,6819,KH-00194,CỬA HÀNG XE ĐẠP SÁN LẠP,11,Hà Nội,Miền Bắc,2.26003E+11,Xe đạp Thống Nhất LD 24-01_2023 Kem,Kem,13,Xe LD 24-01_2023,CITYBIKE_P,Xe phổ thông,1,1200000,1200000
6820,3/28/2025,2025,1,3,13,BH25.0636,609,6820,KH-00194,CỬA HÀNG XE ĐẠP SÁN LẠP,11,Hà Nội,Miền Bắc,2.25002E+11,Xe đạp Thống Nhất New 26 Kem,Kem,21,Xe New 26,CITYBIKE_P,Xe phổ thông,2,1180000,2360000
6821,3/28/2025,2025,1,3,13,BH25.0636,609,6821,KH-00194,CỬA HÀNG XE ĐẠP SÁN LẠP,11,Hà Nội,Miền Bắc,1.17002E+11,Xe đạp thống nhất TE Bunny 16 Kem,Kem,41,Xe Bunny 16,KIDBIKE_2,Xe trẻ em nhóm 2,1,500000,500000
6822,3/28/2025,2025,1,3,13,BH25.0636,609,6822,KH-00194,CỬA HÀNG XE ĐẠP SÁN LẠP,11,Hà Nội,Miền Bắc,1.00024E+15,Xe đạp Thống Nhất TE Bunny 16 Hồng,Hồng,41,Xe Bunny 16,KIDBIKE_2,Xe trẻ em nhóm 2,2,500000,1000000
6823,3/28/2025,2025,1,3,13,BH25.0636,609,6823,KH-00194,CỬA HÀNG XE ĐẠP SÁN LẠP,11,Hà Nội,Miền Bắc,1.00023E+15,Xe đạp Thống Nhất TE Bunny 12 Hồng,Hồng,40,Xe Bunny 12,KIDBIKE_2,Xe trẻ em nhóm 2,1,470000,470000
6824,3/28/2025,2025,1,3,13,BH25.0636,609,6824,KH-00194,CỬA HÀNG XE ĐẠP SÁN LẠP,11,Hà Nội,Miền Bắc,1.00027E+15,Xe đạp Thống Nhất TE Spaceboy 16 Xanh dương,Xanh dương,46,Xe Spaceboy 16,KIDBIKE_2,Xe trẻ em nhóm 2,1,500000,500000
6825,3/28/2025,2025,1,3,13,BH25.0636,609,6825,KH-00194,CỬA HÀNG XE ĐẠP SÁN LẠP,11,Hà Nội,Miền Bắc,2.31003E+11,Xe đạp Thống Nhất M2601 Shimano Trắng (tem tím),tím,65,Xe M2601 Shimano,SPORTBIKE_S,Xe thể thao thép,1,2658500,2658500
6826,3/28/2025,2025,1,3,13,BH25.0636,609,6826,KH-00194,CỬA HÀNG XE ĐẠP SÁN LẠP,11,Hà Nội,Miền Bắc,2.31003E+11,Xe đạp Thống Nhất M2601 Shimano Xanh (tem trắng),trắng,65,Xe M2601 Shimano,SPORTBIKE_S,Xe thể thao thép,1,2658500,2658500
6827,3/28/2025,2025,1,3,13,BH25.0637,610,6827,KH-00316,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,11,Hà Nội,Miền Bắc,2.08002E+11,Xe đạp Thống Nhất 219-24 Coban,Coban,2,Xe 219-24,CITYBIKE_P,Xe phổ thông,3,1100000,3300000
6828,3/28/2025,2025,1,3,13,BH25.0637,610,6828,KH-00316,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,11,Hà Nội,Miền Bắc,2.08002E+11,Xe đạp Thống Nhất 219-24 Xanh Tím,Xanh Tím,2,Xe 219-24,CITYBIKE_P,Xe phổ thông,2,1100000,2200000
6829,3/28/2025,2025,1,3,13,BH25.0637,610,6829,KH-00316,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,11,Hà Nội,Miền Bắc,2.09002E+11,Xe đạp Thống Nhất 219-26 Xanh Tím,Xanh Tím,3,Xe 219-26,CITYBIKE_P,Xe phổ thông,2,1150000,2300000
6830,3/28/2025,2025,1,3,13,BH25.0637,610,6830,KH-00316,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,11,Hà Nội,Miền Bắc,2.09002E+11,Xe đạp Thống Nhất 219-26 Coban,Coban,3,Xe 219-26,CITYBIKE_P,Xe phổ thông,2,1150000,2300000
6831,3/28/2025,2025,1,3,13,BH25.0637,610,6831,KH-00316,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,11,Hà Nội,Miền Bắc,2.09002E+11,Xe đạp Thống Nhất 219-26 Đỏ đun,Đỏ đun,3,Xe 219-26,CITYBIKE_P,Xe phổ thông,1,1150000,1150000
6832,3/28/2025,2025,1,3,13,BH25.0637,610,6832,KH-00316,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,11,Hà Nội,Miền Bắc,2.07004E+11,Xe đạp Thống Nhất 219-05-26,219-05-26,1,Xe 219-05-26,CITYBIKE_P,Xe phổ thông,2,1250000,2500000
6833,3/28/2025,2025,1,3,13,BH25.0637,610,6833,KH-00316,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,11,Hà Nội,Miền Bắc,2.16002E+11,Xe đạp Thống Nhất GN 06-24 Coban,Coban,7,Xe GN 06-24,CITYBIKE_P,Xe phổ thông,2,1100000,2200000
6834,3/28/2025,2025,1,3,13,BH25.0637,610,6834,KH-00316,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,11,Hà Nội,Miền Bắc,2.17002E+11,Xe đạp Thống Nhất GN 06-26 Coban,Coban,9,Xe GN 06-26,CITYBIKE_P,Xe phổ thông,2,1150000,2300000
6835,3/28/2025,2025,1,3,13,BH25.0637,610,6835,KH-00316,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,11,Hà Nội,Miền Bắc,2.17002E+11,Xe đạp Thống Nhất GN 06-26 Đen,Đen,9,Xe GN 06-26,CITYBIKE_P,Xe phổ thông,1,1150000,1150000
6836,3/28/2025,2025,1,3,13,BH25.0637,610,6836,KH-00316,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,11,Hà Nội,Miền Bắc,2.14004E+11,Xe đạp Thống Nhất GN 05-26,26-May,5,Xe GN 05-26,CITYBIKE_P,Xe phổ thông,2,1250000,2500000
6837,3/28/2025,2025,1,3,13,BH25.0637,610,6837,KH-00316,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,11,Hà Nội,Miền Bắc,1.31002E+11,Xe đạp Thống Nhất GN 06 20 2024 Ghi,Ghi,25,Xe GN 06 20 2024,KIDBIKE_1,Xe trẻ em nhóm 1,3,1200000,3600000
6838,3/28/2025,2025,1,3,13,BH25.0637,610,6838,KH-00316,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,11,Hà Nội,Miền Bắc,1.31002E+11,Xe đạp Thống Nhất GN 06 20 2024 Vàng,Vàng,25,Xe GN 06 20 2024,KIDBIKE_1,Xe trẻ em nhóm 1,1,1200000,1200000
6839,3/28/2025,2025,1,3,13,BH25.0637,610,6839,KH-00316,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,11,Hà Nội,Miền Bắc,2.31003E+11,Xe đạp Thống Nhất M2601 Shimano Trắng (tem tím),tím,65,Xe M2601 Shimano,SPORTBIKE_S,Xe thể thao thép,2,2658500,5317000
6840,3/28/2025,2025,1,3,13,BH25.0637,610,6840,KH-00316,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,11,Hà Nội,Miền Bắc,2.31003E+11,Xe đạp Thống Nhất M2601 Shimano Đen (tem cam),cam,65,Xe M2601 Shimano,SPORTBIKE_S,Xe thể thao thép,2,2658500,5317000
6841,3/28/2025,2025,1,3,13,BH25.0637,610,6841,KH-00316,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,11,Hà Nội,Miền Bắc,2.31003E+11,Xe đạp Thống Nhất M2601 Shimano Xanh (tem trắng),trắng,65,Xe M2601 Shimano,SPORTBIKE_S,Xe thể thao thép,1,2658500,2658500
6842,3/28/2025,2025,1,3,13,BH25.0637,610,6842,KH-00316,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,11,Hà Nội,Miền Bắc,2.26003E+11,Xe đạp Thống Nhất LD 24-01_2023 Trắng,Trắng,13,Xe LD 24-01_2023,CITYBIKE_P,Xe phổ thông,2,1200000,2400000
6843,3/28/2025,2025,1,3,13,BH25.0638,611,6843,KH-00317,CỬA HÀNG XE ĐẠP THIÊN AN,11,Hà Nội,Miền Bắc,2.25002E+11,Xe đạp Thống Nhất New 26 Café/nâu,Café/nâu,21,Xe New 26,CITYBIKE_P,Xe phổ thông,2,1180000,2360000
6844,3/28/2025,2025,1,3,13,BH25.0638,611,6844,KH-00317,CỬA HÀNG XE ĐẠP THIÊN AN,11,Hà Nội,Miền Bắc,2.25002E+11,Xe đạp Thống Nhất New 26 Xanh mint,Xanh mint,21,Xe New 26,CITYBIKE_P,Xe phổ thông,2,1180000,2360000
6845,3/28/2025,2025,1,3,13,BH25.0638,611,6845,KH-00317,CỬA HÀNG XE ĐẠP THIÊN AN,11,Hà Nội,Miền Bắc,2.25002E+11,Xe đạp Thống Nhất New 26 Kem,Kem,21,Xe New 26,CITYBIKE_P,Xe phổ thông,4,1180000,4720000
6846,3/28/2025,2025,1,3,13,BH25.0638,611,6846,KH-00317,CỬA HÀNG XE ĐẠP THIÊN AN,11,Hà Nội,Miền Bắc,2.24002E+11,Xe đạp Thống Nhất New 24 Trắng,Trắng,20,Xe New 24,CITYBIKE_P,Xe phổ thông,2,1130000,2260000
6847,3/28/2025,2025,1,3,13,BH25.0638,611,6847,KH-00317,CỬA HÀNG XE ĐẠP THIÊN AN,11,Hà Nội,Miền Bắc,2.26003E+11,Xe đạp Thống Nhất LD 24-01_2023 Kem,Kem,13,Xe LD 24-01_2023,CITYBIKE_P,Xe phổ thông,2,1200000,2400000
6848,3/28/2025,2025,1,3,13,BH25.0638,611,6848,KH-00317,CỬA HÀNG XE ĐẠP THIÊN AN,11,Hà Nội,Miền Bắc,3.30002E+11,Xe đạp Thống Nhất MTB 24-03 Đen,Đen,17,Xe MTB 24-03,CITYBIKE_P,Xe phổ thông,2,1200000,2400000
6849,3/28/2025,2025,1,3,13,BH25.0638,611,6849,KH-00317,CỬA HÀNG XE ĐẠP THIÊN AN,11,Hà Nội,Miền Bắc,1.24002E+11,Xe đạp Thống Nhất Neo 2004 Hồng,Hồng,31,Xe Neo 2004,KIDBIKE_1,Xe trẻ em nhóm 1,1,1050000,1050000
6850,3/28/2025,2025,1,3,13,BH25.0639,596,6850,KH-00091,CÔNG TY TNHH BÌNH MINH,11,Hà Nội,Miền Bắc,3.34002E+11,Xe đạp Thống Nhất Super 20 Xanh,Xanh,39,Xe TE Super 20,KIDBIKE_1,Xe trẻ em nhóm 1,20,1210000,24200000
6851,3/28/2025,2025,1,3,13,BH25.0639,596,6851,KH-00091,CÔNG TY TNHH BÌNH MINH,11,Hà Nội,Miền Bắc,3.34002E+11,Xe đạp Thống Nhất Super 20 Đen,Đen,39,Xe TE Super 20,KIDBIKE_1,Xe trẻ em nhóm 1,20,1210000,24200000
6852,3/28/2025,2025,1,3,13,BH25.0639,596,6852,KH-00091,CÔNG TY TNHH BÌNH MINH,11,Hà Nội,Miền Bắc,3.34002E+11,Xe đạp Thống Nhất Super 20 Đỏ,Đỏ,39,Xe TE Super 20,KIDBIKE_1,Xe trẻ em nhóm 1,20,1210000,24200000
6853,3/28/2025,2025,1,3,13,BH25.0639,596,6853,KH-00091,CÔNG TY TNHH BÌNH MINH,11,Hà Nội,Miền Bắc,3.35002E+11,Xe đạp Thống Nhất Super 24 Xanh,Xanh,69,Xe Super 24,SPORTBIKE_S,Xe thể thao thép,20,1200000,24000000
6854,3/28/2025,2025,1,3,13,BH25.0639,596,6854,KH-00091,CÔNG TY TNHH BÌNH MINH,11,Hà Nội,Miền Bắc,3.35002E+11,Xe đạp Thống Nhất Super 24 Đen,Đen,69,Xe Super 24,SPORTBIKE_S,Xe thể thao thép,20,1200000,24000000
6855,3/28/2025,2025,1,3,13,BH25.0639,596,6855,KH-00091,CÔNG TY TNHH BÌNH MINH,11,Hà Nội,Miền Bắc,3.35002E+11,Xe đạp Thống Nhất Super 24 Đỏ,Đỏ,69,Xe Super 24,SPORTBIKE_S,Xe thể thao thép,20,1200000,24000000
6856,3/28/2025,2025,1,3,13,BH25.0639,596,6856,KH-00091,CÔNG TY TNHH BÌNH MINH,11,Hà Nội,Miền Bắc,3.33002E+11,Xe đạp Thống Nhất Super 26 xanh,xanh,70,Xe Super 26,SPORTBIKE_S,Xe thể thao thép,20,1300000,26000000
