Số đơn hàng,Ngày đơn hàng,Thời gian nhận Email,Email người gửi,Tên file đính kèm,Tên đơn vị bán,MST bên bán,Địa chỉ bên bán,Số điện thoại bên bán,Tên đại lý,MST đại lý,Địa chỉ giao hàng,Số điện thoại đại lý,Mã hàng,Tên sản phẩm,Đơn vị tính,Số lượng,Đơn giá,Thành tiền sản phẩm,Tổng số lượng chiếc,Tổng giá trị (Chưa VAT)
BH26.1381,3/17/2026,3/17/2026 15:56,dathang@quangvinh.vn,BH26_1381.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,HỘ KINH DOANH QUANG VINH,116141023,"đường 70, Phường Thanh Liệt, TP Hà Nội",328332606,3.35002E+11,Xe đạp Thống Nhất Super 24 Xanh,Chiếc,1,2105000,2105000,21,33375176
BH26.1381,3/17/2026,3/17/2026 15:56,dathang@quangvinh.vn,BH26_1381.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,HỘ KINH DOANH QUANG VINH,116141023,"đường 70, Phường Thanh Liệt, TP Hà Nội",328332606,3.35002E+11,Xe đạp Thống Nhất Super 24 Đen,Chiếc,1,2105000,2105000,21,33375176
BH26.1381,3/17/2026,3/17/2026 15:56,dathang@quangvinh.vn,BH26_1381.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,HỘ KINH DOANH QUANG VINH,116141023,"đường 70, Phường Thanh Liệt, TP Hà Nội",328332606,1.0004E+15,Xe đạp Thống Nhất MTB SPD 27.5 15 Ghi,Chiếc,2,2960555,5921110,21,33375176
BH26.1382,3/17/2026,3/17/2026 9:31,dathang@daiduong.vn,BH26_1382.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,DOANH NGHIỆP TƯ NHÂN ĐẠI DƯƠNG,240599472,"Cầu Tó, đường Phan Trọng Tuệ, Xã Đại Thanh, Thành phố Hà Nội",375287213,2.25002E+11,Xe đạp Thống Nhất New 26 Kem,Chiếc,3,1616111,4848333,25,42284990
BH26.1382,3/17/2026,3/17/2026 9:31,dathang@daiduong.vn,BH26_1382.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,DOANH NGHIỆP TƯ NHÂN ĐẠI DƯƠNG,240599472,"Cầu Tó, đường Phan Trọng Tuệ, Xã Đại Thanh, Thành phố Hà Nội",375287213,2.25002E+11,Xe đạp Thống Nhất New 26 Xanh mint,Chiếc,1,1616111,1616111,25,42284990
BH26.1382,3/17/2026,3/17/2026 9:31,dathang@daiduong.vn,BH26_1382.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,DOANH NGHIỆP TƯ NHÂN ĐẠI DƯƠNG,240599472,"Cầu Tó, đường Phan Trọng Tuệ, Xã Đại Thanh, Thành phố Hà Nội",375287213,1.00027E+15,Xe đạp Thống Nhất TE Spaceboy 16 Xanh dương,Chiếc,1,943888,943888,25,42284990
BH26.1382,3/17/2026,3/17/2026 9:31,dathang@daiduong.vn,BH26_1382.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,DOANH NGHIỆP TƯ NHÂN ĐẠI DƯƠNG,240599472,"Cầu Tó, đường Phan Trọng Tuệ, Xã Đại Thanh, Thành phố Hà Nội",375287213,2.17003E+11,Xe đạp Thống Nhất GN 06-26 2.0 Đen,Chiếc,1,1591666,1591666,25,42284990
BH26.1382,3/17/2026,3/17/2026 9:31,dathang@daiduong.vn,BH26_1382.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,DOANH NGHIỆP TƯ NHÂN ĐẠI DƯƠNG,240599472,"Cầu Tó, đường Phan Trọng Tuệ, Xã Đại Thanh, Thành phố Hà Nội",375287213,3.37002E+11,Xe đạp Thống Nhất SK 24 Đen,Chiếc,1,1622222,1622222,25,42284990
BH26.1382,3/17/2026,3/17/2026 9:31,dathang@daiduong.vn,BH26_1382.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,DOANH NGHIỆP TƯ NHÂN ĐẠI DƯƠNG,240599472,"Cầu Tó, đường Phan Trọng Tuệ, Xã Đại Thanh, Thành phố Hà Nội",375287213,2.25002E+11,Xe đạp Thống Nhất New 26 Kem,Chiếc,1,1616111,1616111,25,42284990
BH26.1382,3/17/2026,3/17/2026 9:31,dathang@daiduong.vn,BH26_1382.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,DOANH NGHIỆP TƯ NHÂN ĐẠI DƯƠNG,240599472,"Cầu Tó, đường Phan Trọng Tuệ, Xã Đại Thanh, Thành phố Hà Nội",375287213,2.25002E+11,Xe đạp Thống Nhất New 26 Xanh mint,Chiếc,1,1616111,1616111,25,42284990
BH26.1382,3/17/2026,3/17/2026 9:31,dathang@daiduong.vn,BH26_1382.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,DOANH NGHIỆP TƯ NHÂN ĐẠI DƯƠNG,240599472,"Cầu Tó, đường Phan Trọng Tuệ, Xã Đại Thanh, Thành phố Hà Nội",375287213,2.25002E+11,Xe đạp Thống Nhất New 26 Café/nâu,Chiếc,2,1616111,3232222,25,42284990
BH26.1382,3/17/2026,3/17/2026 9:31,dathang@daiduong.vn,BH26_1382.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,DOANH NGHIỆP TƯ NHÂN ĐẠI DƯƠNG,240599472,"Cầu Tó, đường Phan Trọng Tuệ, Xã Đại Thanh, Thành phố Hà Nội",375287213,1.00027E+15,Xe đạp Thống Nhất TE Spaceboy 16 Xanh dương,Chiếc,2,943888,1887776,25,42284990
BH26.1382,3/17/2026,3/17/2026 9:31,dathang@daiduong.vn,BH26_1382.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,DOANH NGHIỆP TƯ NHÂN ĐẠI DƯƠNG,240599472,"Cầu Tó, đường Phan Trọng Tuệ, Xã Đại Thanh, Thành phố Hà Nội",375287213,1.25002E+11,Xe đạp Thống Nhất Puppy 20 Hồng,Chiếc,2,1310555,2621110,25,42284990
BH26.1382,3/17/2026,3/17/2026 9:31,dathang@daiduong.vn,BH26_1382.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,DOANH NGHIỆP TƯ NHÂN ĐẠI DƯƠNG,240599472,"Cầu Tó, đường Phan Trọng Tuệ, Xã Đại Thanh, Thành phố Hà Nội",375287213,1.25002E+11,Xe đạp Thống Nhất Puppy 20 Kem,Chiếc,2,1310555,2621110,25,42284990
BH26.1382,3/17/2026,3/17/2026 9:31,dathang@daiduong.vn,BH26_1382.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,DOANH NGHIỆP TƯ NHÂN ĐẠI DƯƠNG,240599472,"Cầu Tó, đường Phan Trọng Tuệ, Xã Đại Thanh, Thành phố Hà Nội",375287213,2.30002E+11,Xe đạp Thống Nhất LD 26 Kem,Chiếc,1,1799444,1799444,25,42284990
BH26.1382,3/17/2026,3/17/2026 9:31,dathang@daiduong.vn,BH26_1382.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,DOANH NGHIỆP TƯ NHÂN ĐẠI DƯƠNG,240599472,"Cầu Tó, đường Phan Trọng Tuệ, Xã Đại Thanh, Thành phố Hà Nội",375287213,1.0004E+15,Xe đạp Thống Nhất MTB SPD 27.5 15 Ghi,Chiếc,2,2960555,5921110,25,42284990
BH26.1382,3/17/2026,3/17/2026 9:31,dathang@daiduong.vn,BH26_1382.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,DOANH NGHIỆP TƯ NHÂN ĐẠI DƯƠNG,240599472,"Cầu Tó, đường Phan Trọng Tuệ, Xã Đại Thanh, Thành phố Hà Nội",375287213,3.31002E+11,Xe đạp Thống Nhất MTB 26-02 Đen,Chiếc,1,1799444,1799444,25,42284990
BH26.1382,3/17/2026,3/17/2026 9:31,dathang@daiduong.vn,BH26_1382.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,DOANH NGHIỆP TƯ NHÂN ĐẠI DƯƠNG,240599472,"Cầu Tó, đường Phan Trọng Tuệ, Xã Đại Thanh, Thành phố Hà Nội",375287213,1.00029E+14,Xe đạp Thống Nhất CPD 700C Đen,Chiếc,1,2960555,2960555,25,42284990
BH26.1382,3/17/2026,3/17/2026 9:31,dathang@daiduong.vn,BH26_1382.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,DOANH NGHIỆP TƯ NHÂN ĐẠI DƯƠNG,240599472,"Cầu Tó, đường Phan Trọng Tuệ, Xã Đại Thanh, Thành phố Hà Nội",375287213,3.35002E+11,Xe đạp Thống Nhất Super 24 Đen,Chiếc,1,2105000,2105000,25,42284990
BH26.1382,3/17/2026,3/17/2026 9:31,dathang@daiduong.vn,BH26_1382.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,DOANH NGHIỆP TƯ NHÂN ĐẠI DƯƠNG,240599472,"Cầu Tó, đường Phan Trọng Tuệ, Xã Đại Thanh, Thành phố Hà Nội",375287213,3.35002E+11,Xe đạp Thống Nhất Super 24 Xanh,Chiếc,1,2105000,2105000,25,42284990
BH26.1382,3/17/2026,3/17/2026 9:31,dathang@daiduong.vn,BH26_1382.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,DOANH NGHIỆP TƯ NHÂN ĐẠI DƯƠNG,240599472,"Cầu Tó, đường Phan Trọng Tuệ, Xã Đại Thanh, Thành phố Hà Nội",375287213,3.36002E+11,Xe đạp Thống Nhất SK 20 Đen,Chiếc,1,1377777,1377777,25,42284990
BH26.1383,3/17/2026,3/17/2026 12:08,dathang@quangvinh.vn,BH26_1383.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY CỔ PHẦN THƯƠNG MẠI QUANG VINH,138897153,"đường ĐH-HH33, thôn 6, Xã Hoằng Thanh, Thanh Hóa",726832074,2.24002E+11,Xe đạp Thống Nhất New 24 Kem,Chiếc,5,1555000,7775000,18,29994439
BH26.1383,3/17/2026,3/17/2026 12:08,dathang@quangvinh.vn,BH26_1383.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY CỔ PHẦN THƯƠNG MẠI QUANG VINH,138897153,"đường ĐH-HH33, thôn 6, Xã Hoằng Thanh, Thanh Hóa",726832074,2.08002E+11,Xe đạp Thống Nhất 219-24 Xanh Tím,Chiếc,3,1408333,4224999,18,29994439
BH26.1383,3/17/2026,3/17/2026 12:08,dathang@quangvinh.vn,BH26_1383.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY CỔ PHẦN THƯƠNG MẠI QUANG VINH,138897153,"đường ĐH-HH33, thôn 6, Xã Hoằng Thanh, Thanh Hóa",726832074,3.31002E+11,Xe đạp Thống Nhất MTB 26-02 Đỏ tươi,Chiếc,3,1799444,5398332,18,29994439
BH26.1383,3/17/2026,3/17/2026 12:08,dathang@quangvinh.vn,BH26_1383.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY CỔ PHẦN THƯƠNG MẠI QUANG VINH,138897153,"đường ĐH-HH33, thôn 6, Xã Hoằng Thanh, Thanh Hóa",726832074,3.31002E+11,Xe đạp Thống Nhất MTB 26-02 Đen,Chiếc,5,1799444,8997220,18,29994439
BH26.1383,3/17/2026,3/17/2026 12:08,dathang@quangvinh.vn,BH26_1383.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY CỔ PHẦN THƯƠNG MẠI QUANG VINH,138897153,"đường ĐH-HH33, thôn 6, Xã Hoằng Thanh, Thanh Hóa",726832074,3.31002E+11,Xe đạp Thống Nhất MTB 26-02 Ghi,Chiếc,2,1799444,3598888,18,29994439
BH26.1384,3/17/2026,3/17/2026 17:31,dathang@vietanh.vn,BH26_1384.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY TNHH THƯƠNG MẠI VIỆT ANH,157974773,"Xã Đồng Tiến, Thanh Hóa",882660765,2.19002E+11,Xe đạp Thống Nhất GN 2.0 700C Đen,Chiếc,2,1744444,3488888,58,94754985
BH26.1384,3/17/2026,3/17/2026 17:31,dathang@vietanh.vn,BH26_1384.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY TNHH THƯƠNG MẠI VIỆT ANH,157974773,"Xã Đồng Tiến, Thanh Hóa",882660765,2.19002E+11,Xe đạp Thống Nhất GN 2.0 700C Ghi,Chiếc,4,1744444,6977776,58,94754985
BH26.1384,3/17/2026,3/17/2026 17:31,dathang@vietanh.vn,BH26_1384.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY TNHH THƯƠNG MẠI VIỆT ANH,157974773,"Xã Đồng Tiến, Thanh Hóa",882660765,2.24002E+11,Xe đạp Thống Nhất New 24 Kem,Chiếc,4,1555000,6220000,58,94754985
BH26.1384,3/17/2026,3/17/2026 17:31,dathang@vietanh.vn,BH26_1384.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY TNHH THƯƠNG MẠI VIỆT ANH,157974773,"Xã Đồng Tiến, Thanh Hóa",882660765,2.24002E+11,Xe đạp Thống Nhất New 24 Trắngg,Chiếc,4,1555000,6220000,58,94754985
BH26.1384,3/17/2026,3/17/2026 17:31,dathang@vietanh.vn,BH26_1384.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY TNHH THƯƠNG MẠI VIỆT ANH,157974773,"Xã Đồng Tiến, Thanh Hóa",882660765,2.24002E+11,Xe đạp Thống Nhất New 24 Xanh mint,Chiếc,3,1555000,4665000,58,94754985
BH26.1384,3/17/2026,3/17/2026 17:31,dathang@vietanh.vn,BH26_1384.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY TNHH THƯƠNG MẠI VIỆT ANH,157974773,"Xã Đồng Tiến, Thanh Hóa",882660765,2.24002E+11,Xe đạp Thống Nhất New 24 Café/nâu,Chiếc,2,1555000,3110000,58,94754985
BH26.1384,3/17/2026,3/17/2026 17:31,dathang@vietanh.vn,BH26_1384.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY TNHH THƯƠNG MẠI VIỆT ANH,157974773,"Xã Đồng Tiến, Thanh Hóa",882660765,3.31002E+11,Xe đạp Thống Nhất MTB 26-02 Đen,Chiếc,4,1799444,7197776,58,94754985
BH26.1384,3/17/2026,3/17/2026 17:31,dathang@vietanh.vn,BH26_1384.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY TNHH THƯƠNG MẠI VIỆT ANH,157974773,"Xã Đồng Tiến, Thanh Hóa",882660765,3.31002E+11,Xe đạp Thống Nhất MTB 26-02 Ghi,Chiếc,1,1799444,1799444,58,94754985
BH26.1384,3/17/2026,3/17/2026 17:31,dathang@vietanh.vn,BH26_1384.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY TNHH THƯƠNG MẠI VIỆT ANH,157974773,"Xã Đồng Tiến, Thanh Hóa",882660765,2.16002E+11,Xe đạp Thống Nhất GN 06-24 Coban,Chiếc,5,1408333,7041665,58,94754985
BH26.1384,3/17/2026,3/17/2026 17:31,dathang@vietanh.vn,BH26_1384.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY TNHH THƯƠNG MẠI VIỆT ANH,157974773,"Xã Đồng Tiến, Thanh Hóa",882660765,2.19002E+11,Xe đạp Thống Nhất GN 2.0 700C Đen,Chiếc,1,1744444,1744444,58,94754985
BH26.1384,3/17/2026,3/17/2026 17:31,dathang@vietanh.vn,BH26_1384.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY TNHH THƯƠNG MẠI VIỆT ANH,157974773,"Xã Đồng Tiến, Thanh Hóa",882660765,2.19002E+11,Xe đạp Thống Nhất GN 2.0 700C Ghi,Chiếc,1,1744444,1744444,58,94754985
BH26.1384,3/17/2026,3/17/2026 17:31,dathang@vietanh.vn,BH26_1384.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY TNHH THƯƠNG MẠI VIỆT ANH,157974773,"Xã Đồng Tiến, Thanh Hóa",882660765,2.19002E+11,Xe đạp Thống Nhất GN 2.0 700C Xanh,Chiếc,5,1744444,8722220,58,94754985
BH26.1384,3/17/2026,3/17/2026 17:31,dathang@vietanh.vn,BH26_1384.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY TNHH THƯƠNG MẠI VIỆT ANH,157974773,"Xã Đồng Tiến, Thanh Hóa",882660765,2.17003E+11,Xe đạp Thống Nhất GN 06-26 2.0 Đen,Chiếc,1,1591666,1591666,58,94754985
BH26.1384,3/17/2026,3/17/2026 17:31,dathang@vietanh.vn,BH26_1384.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY TNHH THƯƠNG MẠI VIỆT ANH,157974773,"Xã Đồng Tiến, Thanh Hóa",882660765,2.17003E+11,Xe đạp Thống Nhất GN 06-26 2.0 Ghi,Chiếc,1,1591666,1591666,58,94754985
BH26.1384,3/17/2026,3/17/2026 17:31,dathang@vietanh.vn,BH26_1384.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY TNHH THƯƠNG MẠI VIỆT ANH,157974773,"Xã Đồng Tiến, Thanh Hóa",882660765,2.24002E+11,Xe đạp Thống Nhất New 24 Kem,Chiếc,1,1555000,1555000,58,94754985
BH26.1384,3/17/2026,3/17/2026 17:31,dathang@vietanh.vn,BH26_1384.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY TNHH THƯƠNG MẠI VIỆT ANH,157974773,"Xã Đồng Tiến, Thanh Hóa",882660765,2.24002E+11,Xe đạp Thống Nhất New 24 Trắngg,Chiếc,1,1555000,1555000,58,94754985
BH26.1384,3/17/2026,3/17/2026 17:31,dathang@vietanh.vn,BH26_1384.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY TNHH THƯƠNG MẠI VIỆT ANH,157974773,"Xã Đồng Tiến, Thanh Hóa",882660765,2.24002E+11,Xe đạp Thống Nhất New 24 Café/nâu,Chiếc,1,1555000,1555000,58,94754985
BH26.1384,3/17/2026,3/17/2026 17:31,dathang@vietanh.vn,BH26_1384.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY TNHH THƯƠNG MẠI VIỆT ANH,157974773,"Xã Đồng Tiến, Thanh Hóa",882660765,2.25002E+11,Xe đạp Thống Nhất New 26 Kem,Chiếc,5,1616111,8080555,58,94754985
BH26.1384,3/17/2026,3/17/2026 17:31,dathang@vietanh.vn,BH26_1384.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY TNHH THƯƠNG MẠI VIỆT ANH,157974773,"Xã Đồng Tiến, Thanh Hóa",882660765,2.25002E+11,Xe đạp Thống Nhất New 26 Xanh mint,Chiếc,3,1616111,4848333,58,94754985
BH26.1384,3/17/2026,3/17/2026 17:31,dathang@vietanh.vn,BH26_1384.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY TNHH THƯƠNG MẠI VIỆT ANH,157974773,"Xã Đồng Tiến, Thanh Hóa",882660765,2.25002E+11,Xe đạp Thống Nhất New 26 Đỏ tươi,Chiếc,2,1616111,3232222,58,94754985
BH26.1384,3/17/2026,3/17/2026 17:31,dathang@vietanh.vn,BH26_1384.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY TNHH THƯƠNG MẠI VIỆT ANH,157974773,"Xã Đồng Tiến, Thanh Hóa",882660765,2.25002E+11,Xe đạp Thống Nhất New 26 Café/nâu,Chiếc,2,1616111,3232222,58,94754985
BH26.1384,3/17/2026,3/17/2026 17:31,dathang@vietanh.vn,BH26_1384.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY TNHH THƯƠNG MẠI VIỆT ANH,157974773,"Xã Đồng Tiến, Thanh Hóa",882660765,2.17003E+11,Xe đạp Thống Nhất GN 06-26 2.0 Đen,Chiếc,2,1591666,3183332,58,94754985
BH26.1384,3/17/2026,3/17/2026 17:31,dathang@vietanh.vn,BH26_1384.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY TNHH THƯƠNG MẠI VIỆT ANH,157974773,"Xã Đồng Tiến, Thanh Hóa",882660765,3.31002E+11,Xe đạp Thống Nhất MTB 26-02 Đen,Chiếc,1,1799444,1799444,58,94754985
BH26.1384,3/17/2026,3/17/2026 17:31,dathang@vietanh.vn,BH26_1384.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY TNHH THƯƠNG MẠI VIỆT ANH,157974773,"Xã Đồng Tiến, Thanh Hóa",882660765,3.31002E+11,Xe đạp Thống Nhất MTB 26-02 Ghi,Chiếc,1,1799444,1799444,58,94754985
BH26.1384,3/17/2026,3/17/2026 17:31,dathang@vietanh.vn,BH26_1384.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY TNHH THƯƠNG MẠI VIỆT ANH,157974773,"Xã Đồng Tiến, Thanh Hóa",882660765,3.31002E+11,Xe đạp Thống Nhất MTB 26-02 Xanh dương,Chiếc,1,1799444,1799444,58,94754985
